Data,10,record,timestamp,"1024874919",s,distance,"7690.16",m,accumulated_power,"139935",watts,altitude,"1640.1999999999998",m,speed,"6.662",m/s,power,"147",watts,enhanced_respiration_rate,"30.71",Breaths/min,heart_rate,"111",bpm,cadence,"93",rpm,temperature,"25",C,left_right_balance,"168",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"-2",mm,left_power_phase,"340.3125053173829|203.9062531860352",degrees,left_power_phase_peak,"67.50000105468752|113.90625177978518",degrees,right_power_phase,"357.1875055810548|227.81250355957036",degrees,right_power_phase_peak,"68.90625107666017|129.37500202148442",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1640.1999999999998",m,enhanced_speed,"6.662",m/s,
Data,10,record,timestamp,"1024874920",s,distance,"7696.39",m,accumulated_power,"140107",watts,altitude,"1640.4",m,speed,"6.578",m/s,power,"172",watts,enhanced_respiration_rate,"30.71",Breaths/min,heart_rate,"111",bpm,cadence,"94",rpm,temperature,"25",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"1",mm,left_power_phase,"340.3125053173829|203.9062531860352",degrees,left_power_phase_peak,"67.50000105468752|113.90625177978518",degrees,right_power_phase,"1.4062500219726566|213.7500033398438",degrees,right_power_phase_peak,"73.12500114257814|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1640.4",m,enhanced_speed,"6.578",m/s,
Data,10,record,timestamp,"1024874921",s,distance,"7702.45",m,accumulated_power,"140267",watts,altitude,"1640.4",m,speed,"6.494",m/s,power,"160",watts,enhanced_respiration_rate,"31.89",Breaths/min,heart_rate,"111",bpm,cadence,"89",rpm,temperature,"25",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"1",mm,left_power_phase,"351.56250549316417|206.7187532299805",degrees,left_power_phase_peak,"78.75000123046877|111.09375173583987",degrees,right_power_phase,"1.4062500219726566|213.7500033398438",degrees,right_power_phase_peak,"73.12500114257814|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1640.4",m,enhanced_speed,"6.494",m/s,
Data,10,record,timestamp,"1024874922",s,distance,"7708.44",m,accumulated_power,"140404",watts,altitude,"1640.6",m,speed,"6.392",m/s,power,"137",watts,enhanced_respiration_rate,"31.89",Breaths/min,heart_rate,"111",bpm,cadence,"90",rpm,temperature,"25",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"1",mm,left_power_phase,"351.56250549316417|206.7187532299805",degrees,left_power_phase_peak,"78.75000123046877|111.09375173583987",degrees,right_power_phase,"1.4062500219726566|213.7500033398438",degrees,right_power_phase_peak,"73.12500114257814|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1640.6",m,enhanced_speed,"6.392",m/s,
Data,10,record,timestamp,"1024874923",s,distance,"7714.31",m,accumulated_power,"140555",watts,altitude,"1640.8000000000002",m,speed,"6.289",m/s,power,"151",watts,enhanced_respiration_rate,"31.89",Breaths/min,heart_rate,"111",bpm,cadence,"86",rpm,temperature,"26",C,left_right_balance,"175",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"1",mm,left_power_phase,"351.56250549316417|206.7187532299805",degrees,left_power_phase_peak,"78.75000123046877|111.09375173583987",degrees,right_power_phase,"9.843750153808596|208.1250032519532",degrees,right_power_phase_peak,"74.5312511645508|127.96875199951175",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1640.8000000000002",m,enhanced_speed,"6.289",m/s,
Data,10,record,timestamp,"1024874924",s,distance,"7720.16",m,accumulated_power,"140718",watts,altitude,"1640.8000000000002",m,speed,"6.196",m/s,power,"163",watts,enhanced_respiration_rate,"31.89",Breaths/min,heart_rate,"111",bpm,cadence,"87",rpm,temperature,"26",C,left_right_balance,"175",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"2",mm,left_power_phase,"1.4062500219726566|202.50000316406255",degrees,left_power_phase_peak,"78.75000123046877|105.46875164794925",degrees,right_power_phase,"15.468750241699222|206.7187532299805",degrees,right_power_phase_peak,"66.09375103271486|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1640.8000000000002",m,enhanced_speed,"6.196",m/s,
Data,10,record,timestamp,"1024874925",s,distance,"7725.91",m,accumulated_power,"140896",watts,altitude,"1641.0",m,speed,"6.102",m/s,power,"178",watts,enhanced_respiration_rate,"31.89",Breaths/min,heart_rate,"111",bpm,cadence,"86",rpm,temperature,"26",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"2",mm,left_power_phase,"1.4062500219726566|202.50000316406255",degrees,left_power_phase_peak,"78.75000123046877|105.46875164794925",degrees,right_power_phase,"15.468750241699222|206.7187532299805",degrees,right_power_phase_peak,"66.09375103271486|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1641.0",m,enhanced_speed,"6.102",m/s,
Data,10,record,timestamp,"1024874926",s,distance,"7731.58",m,accumulated_power,"141054",watts,altitude,"1641.1999999999998",m,speed,"6.028",m/s,power,"158",watts,enhanced_respiration_rate,"33.07",Breaths/min,heart_rate,"111",bpm,cadence,"85",rpm,temperature,"26",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"2",mm,left_power_phase,"1.4062500219726566|205.31250320800785",degrees,left_power_phase_peak,"73.12500114257814|116.7187518237305",degrees,right_power_phase,"15.468750241699222|206.7187532299805",degrees,right_power_phase_peak,"66.09375103271486|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1641.1999999999998",m,enhanced_speed,"6.028",m/s,
Data,10,record,timestamp,"1024874927",s,distance,"7737.22",m,accumulated_power,"141054",watts,altitude,"1641.1999999999998",m,speed,"5.953",m/s,power,"176",watts,enhanced_respiration_rate,"33.07",Breaths/min,heart_rate,"111",bpm,cadence,"85",rpm,temperature,"26",C,left_right_balance,"176",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"3",mm,left_power_phase,"4.21875006591797|203.9062531860352",degrees,left_power_phase_peak,"77.34375120849612|111.09375173583987",degrees,right_power_phase,"15.468750241699222|206.7187532299805",degrees,right_power_phase_peak,"66.09375103271486|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1641.1999999999998",m,enhanced_speed,"5.953",m/s,
Data,10,record,timestamp,"1024874928",s,distance,"7742.76",m,accumulated_power,"141406",watts,altitude,"1641.4",m,speed,"5.869",m/s,power,"176",watts,enhanced_respiration_rate,"33.07",Breaths/min,heart_rate,"111",bpm,cadence,"83",rpm,temperature,"26",C,left_right_balance,"175",,fractional_cadence,"0.0",rpm,left_pco,"-6",mm,right_pco,"3",mm,left_power_phase,"4.21875006591797|203.9062531860352",degrees,left_power_phase_peak,"77.34375120849612|111.09375173583987",degrees,right_power_phase,"15.468750241699222|205.31250320800785",degrees,right_power_phase_peak,"66.09375103271486|115.31250180175785",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1641.4",m,enhanced_speed,"5.869",m/s,
Data,10,record,timestamp,"1024874929",s,distance,"7748.21",m,accumulated_power,"141546",watts,altitude,"1641.6",m,speed,"5.794",m/s,power,"140",watts,enhanced_respiration_rate,"33.07",Breaths/min,heart_rate,"112",bpm,cadence,"92",rpm,temperature,"26",C,left_right_balance,"186",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"1",mm,left_power_phase,"357.1875055810548|196.87500307617194",degrees,left_power_phase_peak,"78.75000123046877|116.7187518237305",degrees,right_power_phase,"15.468750241699222|205.31250320800785",degrees,right_power_phase_peak,"66.09375103271486|115.31250180175785",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1641.6",m,enhanced_speed,"5.794",m/s,
Data,10,record,timestamp,"1024874930",s,distance,"7753.52",m,accumulated_power,"141714",watts,altitude,"1641.8000000000002",m,speed,"5.701",m/s,power,"168",watts,enhanced_respiration_rate,"33.07",Breaths/min,heart_rate,"111",bpm,cadence,"103",rpm,temperature,"26",C,left_right_balance,"186",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"1",mm,left_power_phase,"1.4062500219726566|225.00000351562505",degrees,left_power_phase_peak,"60.46875094482424|109.68750171386722",degrees,right_power_phase,"15.468750241699222|205.31250320800785",degrees,right_power_phase_peak,"66.09375103271486|115.31250180175785",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1641.8000000000002",m,enhanced_speed,"5.701",m/s,
Data,10,record,timestamp,"1024874931",s,distance,"7758.7",m,accumulated_power,"141793",watts,altitude,"1642.0",m,speed,"5.617",m/s,power,"79",watts,enhanced_respiration_rate,"33.07",Breaths/min,heart_rate,"111",bpm,cadence,"101",rpm,temperature,"26",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"1",mm,left_power_phase,"1.4062500219726566|225.00000351562505",degrees,left_power_phase_peak,"60.46875094482424|109.68750171386722",degrees,right_power_phase,"15.468750241699222|205.31250320800785",degrees,right_power_phase_peak,"66.09375103271486|115.31250180175785",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1642.0",m,enhanced_speed,"5.617",m/s,
Data,10,record,timestamp,"1024874932",s,distance,"7763.81",m,accumulated_power,"141931",watts,altitude,"1642.0",m,speed,"5.533",m/s,power,"138",watts,enhanced_respiration_rate,"33.86",Breaths/min,heart_rate,"111",bpm,cadence,"97",rpm,temperature,"26",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"1",mm,left_power_phase,"1.4062500219726566|225.00000351562505",degrees,left_power_phase_peak,"60.46875094482424|109.68750171386722",degrees,right_power_phase,"15.468750241699222|205.31250320800785",degrees,right_power_phase_peak,"66.09375103271486|115.31250180175785",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1642.0",m,enhanced_speed,"5.533",m/s,
Data,10,record,timestamp,"1024874933",s,distance,"7768.85",m,accumulated_power,"142049",watts,altitude,"1642.1999999999998",m,speed,"5.449",m/s,power,"118",watts,enhanced_respiration_rate,"33.86",Breaths/min,heart_rate,"112",bpm,cadence,"97",rpm,temperature,"25",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"1",mm,left_power_phase,"4.21875006591797|216.5625033837891",degrees,left_power_phase_peak,"77.34375120849612|120.93750188964847",degrees,right_power_phase,"0.0|217.96875340576176",degrees,right_power_phase_peak,"78.75000123046877|126.5625019775391",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1642.1999999999998",m,enhanced_speed,"5.449",m/s,
Data,10,record,timestamp,"1024874934",s,distance,"7773.87",m,accumulated_power,"142229",watts,altitude,"1642.6",m,speed,"5.374",m/s,power,"180",watts,enhanced_respiration_rate,"33.86",Breaths/min,heart_rate,"112",bpm,cadence,"95",rpm,temperature,"25",C,left_right_balance,"174",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"1",mm,left_power_phase,"333.2812552075196|210.9375032958985",degrees,left_power_phase_peak,"77.34375120849612|113.90625177978518",degrees,right_power_phase,"0.0|217.96875340576176",degrees,right_power_phase_peak,"78.75000123046877|126.5625019775391",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1642.6",m,enhanced_speed,"5.374",m/s,
Data,10,record,timestamp,"1024874935",s,distance,"7778.83",m,accumulated_power,"142372",watts,altitude,"1642.8000000000002",m,speed,"5.291",m/s,power,"143",watts,enhanced_respiration_rate,"33.86",Breaths/min,heart_rate,"112",bpm,cadence,"96",rpm,temperature,"25",C,left_right_balance,"183",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"1",mm,left_power_phase,"351.56250549316417|210.9375032958985",degrees,left_power_phase_peak,"73.12500114257814|113.90625177978518",degrees,right_power_phase,"350.1562554711915|217.96875340576176",degrees,right_power_phase_peak,"64.68750101074221|119.5312518676758",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1642.8000000000002",m,enhanced_speed,"5.291",m/s,
Data,10,record,timestamp,"1024874936",s,distance,"7783.78",m,accumulated_power,"142530",watts,altitude,"1642.8000000000002",m,speed,"5.225",m/s,power,"158",watts,enhanced_respiration_rate,"33.59",Breaths/min,heart_rate,"113",bpm,cadence,"94",rpm,temperature,"25",C,left_right_balance,"183",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"0",mm,left_power_phase,"351.56250549316417|210.9375032958985",degrees,left_power_phase_peak,"73.12500114257814|113.90625177978518",degrees,right_power_phase,"350.1562554711915|217.96875340576176",degrees,right_power_phase_peak,"64.68750101074221|119.5312518676758",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1642.8000000000002",m,enhanced_speed,"5.225",m/s,
Data,10,record,timestamp,"1024874937",s,distance,"7788.74",m,accumulated_power,"142701",watts,altitude,"1643.0",m,speed,"5.16",m/s,power,"171",watts,enhanced_respiration_rate,"33.59",Breaths/min,heart_rate,"113",bpm,cadence,"94",rpm,temperature,"25",C,left_right_balance,"173",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"-2",mm,left_power_phase,"334.6875052294923|198.2812530981446",degrees,left_power_phase_peak,"81.56250127441409|120.93750188964847",degrees,right_power_phase,"347.3437554272462|208.1250032519532",degrees,right_power_phase_peak,"70.31250109863284|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1643.0",m,enhanced_speed,"5.16",m/s,
Data,10,record,timestamp,"1024874938",s,distance,"7793.72",m,accumulated_power,"142876",watts,altitude,"1643.1999999999998",m,speed,"5.104",m/s,power,"175",watts,enhanced_respiration_rate,"33.59",Breaths/min,heart_rate,"113",bpm,cadence,"96",rpm,temperature,"25",C,left_right_balance,"177",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"-2",mm,left_power_phase,"345.9375054052735|205.31250320800785",degrees,left_power_phase_peak,"71.71875112060549|116.7187518237305",degrees,right_power_phase,"347.3437554272462|208.1250032519532",degrees,right_power_phase_peak,"70.31250109863284|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1643.1999999999998",m,enhanced_speed,"5.104",m/s,
Data,10,record,timestamp,"1024874939",s,distance,"7798.61",m,accumulated_power,"143004",watts,altitude,"1643.4",m,speed,"5.057",m/s,power,"128",watts,enhanced_respiration_rate,"33.59",Breaths/min,heart_rate,"113",bpm,cadence,"94",rpm,temperature,"25",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"1",mm,left_power_phase,"345.9375054052735|205.31250320800785",degrees,left_power_phase_peak,"71.71875112060549|116.7187518237305",degrees,right_power_phase,"345.9375054052735|215.15625336181645",degrees,right_power_phase_peak,"66.09375103271486|127.96875199951175",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1643.4",m,enhanced_speed,"5.057",m/s,
Data,10,record,timestamp,"1024874940",s,distance,"7803.53",m,accumulated_power,"143180",watts,altitude,"1643.6",m,speed,"5.02",m/s,power,"176",watts,enhanced_respiration_rate,"33.59",Breaths/min,heart_rate,"113",bpm,cadence,"95",rpm,temperature,"25",C,left_right_balance,"177",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-1",mm,left_power_phase,"333.2812552075196|203.9062531860352",degrees,left_power_phase_peak,"59.06250092285158|119.5312518676758",degrees,right_power_phase,"357.1875055810548|215.15625336181645",degrees,right_power_phase_peak,"71.71875112060549|127.96875199951175",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1643.6",m,enhanced_speed,"5.02",m/s,
Data,10,record,timestamp,"1024874941",s,distance,"7808.42",m,accumulated_power,"143315",watts,altitude,"1643.6",m,speed,"4.992",m/s,power,"135",watts,enhanced_respiration_rate,"33.42",Breaths/min,heart_rate,"113",bpm,cadence,"93",rpm,temperature,"25",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-1",mm,left_power_phase,"348.75000544921886|203.9062531860352",degrees,left_power_phase_peak,"73.12500114257814|111.09375173583987",degrees,right_power_phase,"351.56250549316417|209.53125327392584",degrees,right_power_phase_peak,"67.50000105468752|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1643.6",m,enhanced_speed,"4.992",m/s,
Data,10,record,timestamp,"1024874942",s,distance,"7813.26",m,accumulated_power,"143491",watts,altitude,"1643.8000000000002",m,speed,"4.973",m/s,power,"176",watts,enhanced_respiration_rate,"33.42",Breaths/min,heart_rate,"114",bpm,cadence,"93",rpm,temperature,"25",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"-9",mm,right_pco,"-1",mm,left_power_phase,"348.75000544921886|203.9062531860352",degrees,left_power_phase_peak,"73.12500114257814|111.09375173583987",degrees,right_power_phase,"351.56250549316417|209.53125327392584",degrees,right_power_phase_peak,"67.50000105468752|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1643.8000000000002",m,enhanced_speed,"4.973",m/s,
Data,10,record,timestamp,"1024874943",s,distance,"7818.12",m,accumulated_power,"143648",watts,altitude,"1643.8000000000002",m,speed,"4.964",m/s,power,"157",watts,enhanced_respiration_rate,"33.42",Breaths/min,heart_rate,"115",bpm,cadence,"93",rpm,temperature,"25",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-9",mm,right_pco,"-1",mm,left_power_phase,"348.75000544921886|203.9062531860352",degrees,left_power_phase_peak,"73.12500114257814|111.09375173583987",degrees,right_power_phase,"1.4062500219726566|210.9375032958985",degrees,right_power_phase_peak,"74.5312511645508|120.93750188964847",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1643.8000000000002",m,enhanced_speed,"4.964",m/s,
Data,10,record,timestamp,"1024874944",s,distance,"7823.01",m,accumulated_power,"143803",watts,altitude,"1644.0",m,speed,"4.945",m/s,power,"155",watts,enhanced_respiration_rate,"33.42",Breaths/min,heart_rate,"115",bpm,cadence,"92",rpm,temperature,"25",C,left_right_balance,"171",,fractional_cadence,"0.0",rpm,left_pco,"-8",mm,right_pco,"0",mm,left_power_phase,"345.9375054052735|203.9062531860352",degrees,left_power_phase_peak,"71.71875112060549|118.12500184570315",degrees,right_power_phase,"4.21875006591797|202.50000316406255",degrees,right_power_phase_peak,"66.09375103271486|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1644.0",m,enhanced_speed,"4.945",m/s,
Data,10,record,timestamp,"1024874945",s,distance,"7827.9",m,accumulated_power,"143961",watts,altitude,"1644.4",m,speed,"4.936",m/s,power,"158",watts,enhanced_respiration_rate,"33.42",Breaths/min,heart_rate,"115",bpm,cadence,"92",rpm,temperature,"25",C,left_right_balance,"174",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-1",mm,left_power_phase,"344.53125538330085|202.50000316406255",degrees,left_power_phase_peak,"74.5312511645508|116.7187518237305",degrees,right_power_phase,"4.21875006591797|202.50000316406255",degrees,right_power_phase_peak,"66.09375103271486|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1644.4",m,enhanced_speed,"4.936",m/s,
Data,10,record,timestamp,"1024874946",s,distance,"7832.71",m,accumulated_power,"144090",watts,altitude,"1644.6",m,speed,"4.927",m/s,power,"129",watts,enhanced_respiration_rate,"33.42",Breaths/min,heart_rate,"114",bpm,cadence,"92",rpm,temperature,"25",C,left_right_balance,"174",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-1",mm,left_power_phase,"344.53125538330085|199.68750312011724",degrees,left_power_phase_peak,"74.5312511645508|122.34375191162113",degrees,right_power_phase,"4.21875006591797|202.50000316406255",degrees,right_power_phase_peak,"66.09375103271486|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1644.6",m,enhanced_speed,"4.927",m/s,
Data,10,record,timestamp,"1024874947",s,distance,"7837.54",m,accumulated_power,"144261",watts,altitude,"1644.8000000000002",m,speed,"4.908",m/s,power,"171",watts,enhanced_respiration_rate,"32.51",Breaths/min,heart_rate,"113",bpm,cadence,"93",rpm,temperature,"25",C,left_right_balance,"174",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"-1",mm,left_power_phase,"344.53125538330085|199.68750312011724",degrees,left_power_phase_peak,"74.5312511645508|122.34375191162113",degrees,right_power_phase,"2.812500043945313|201.0937531420899",degrees,right_power_phase_peak,"81.56250127441409|120.93750188964847",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1644.8000000000002",m,enhanced_speed,"4.908",m/s,
Data,10,record,timestamp,"1024874948",s,distance,"7842.27",m,accumulated_power,"144375",watts,altitude,"1644.8000000000002",m,speed,"4.889",m/s,power,"114",watts,enhanced_respiration_rate,"32.51",Breaths/min,heart_rate,"113",bpm,cadence,"90",rpm,temperature,"25",C,left_right_balance,"167",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-2",mm,left_power_phase,"351.56250549316417|213.7500033398438",degrees,left_power_phase_peak,"61.87500096679689|106.8750016699219",degrees,right_power_phase,"351.56250549316417|210.9375032958985",degrees,right_power_phase_peak,"64.68750101074221|123.75000193359378",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1644.8000000000002",m,enhanced_speed,"4.889",m/s,
Data,10,record,timestamp,"1024874949",s,distance,"7847.04",m,accumulated_power,"144528",watts,altitude,"1645.0",m,speed,"4.871",m/s,power,"153",watts,enhanced_respiration_rate,"32.51",Breaths/min,heart_rate,"113",bpm,cadence,"91",rpm,temperature,"25",C,left_right_balance,"167",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-2",mm,left_power_phase,"351.56250549316417|213.7500033398438",degrees,left_power_phase_peak,"61.87500096679689|106.8750016699219",degrees,right_power_phase,"351.56250549316417|210.9375032958985",degrees,right_power_phase_peak,"64.68750101074221|123.75000193359378",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1645.0",m,enhanced_speed,"4.871",m/s,
Data,10,record,timestamp,"1024874950",s,distance,"7851.9",m,accumulated_power,"144528",watts,altitude,"1645.0",m,speed,"4.861",m/s,power,"154",watts,enhanced_respiration_rate,"32.51",Breaths/min,heart_rate,"113",bpm,cadence,"91",rpm,temperature,"25",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-2",mm,left_power_phase,"1.4062500219726566|209.53125327392584",degrees,left_power_phase_peak,"73.12500114257814|127.96875199951175",degrees,right_power_phase,"351.56250549316417|210.9375032958985",degrees,right_power_phase_peak,"64.68750101074221|123.75000193359378",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1645.0",m,enhanced_speed,"4.861",m/s,
Data,10,record,timestamp,"1024874951",s,distance,"7856.66",m,accumulated_power,"144836",watts,altitude,"1645.1999999999998",m,speed,"4.852",m/s,power,"154",watts,enhanced_respiration_rate,"33.49",Breaths/min,heart_rate,"112",bpm,cadence,"91",rpm,temperature,"25",C,left_right_balance,"177",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"-2",mm,left_power_phase,"12.65625019775391|202.50000316406255",degrees,left_power_phase_peak,"81.56250127441409|122.34375191162113",degrees,right_power_phase,"0.0|215.15625336181645",degrees,right_power_phase_peak,"68.90625107666017|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1645.1999999999998",m,enhanced_speed,"4.852",m/s,
Data,10,record,timestamp,"1024874952",s,distance,"7861.52",m,accumulated_power,"145028",watts,altitude,"1645.4",m,speed,"4.852",m/s,power,"192",watts,enhanced_respiration_rate,"33.49",Breaths/min,heart_rate,"112",bpm,cadence,"94",rpm,temperature,"25",C,left_right_balance,"177",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"1",mm,left_power_phase,"12.65625019775391|202.50000316406255",degrees,left_power_phase_peak,"81.56250127441409|122.34375191162113",degrees,right_power_phase,"0.0|215.15625336181645",degrees,right_power_phase_peak,"68.90625107666017|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1645.4",m,enhanced_speed,"4.852",m/s,
Data,10,record,timestamp,"1024874953",s,distance,"7866.32",m,accumulated_power,"145112",watts,altitude,"1645.6",m,speed,"4.843",m/s,power,"84",watts,enhanced_respiration_rate,"33.49",Breaths/min,heart_rate,"112",bpm,cadence,"90",rpm,temperature,"25",C,left_right_balance,"183",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"3",mm,left_power_phase,"12.65625019775391|202.50000316406255",degrees,left_power_phase_peak,"81.56250127441409|122.34375191162113",degrees,right_power_phase,"0.0|215.15625336181645",degrees,right_power_phase_peak,"68.90625107666017|125.15625195556643",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1645.6",m,enhanced_speed,"4.843",m/s,
Data,10,record,timestamp,"1024874954",s,distance,"7871.02",m,accumulated_power,"145262",watts,altitude,"1645.6",m,speed,"4.833",m/s,power,"150",watts,enhanced_respiration_rate,"33.49",Breaths/min,heart_rate,"111",bpm,cadence,"91",rpm,temperature,"26",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"-2",mm,right_pco,"3",mm,left_power_phase,"1.4062500219726566|203.9062531860352",degrees,left_power_phase_peak,"74.5312511645508|116.7187518237305",degrees,right_power_phase,"350.1562554711915|226.4062535375977",degrees,right_power_phase_peak,"56.25000087890626|118.12500184570315",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1645.6",m,enhanced_speed,"4.833",m/s,
Data,10,record,timestamp,"1024874955",s,distance,"7875.71",m,accumulated_power,"145417",watts,altitude,"1645.8000000000002",m,speed,"4.824",m/s,power,"155",watts,enhanced_respiration_rate,"33.49",Breaths/min,heart_rate,"111",bpm,cadence,"90",rpm,temperature,"25",C,left_right_balance,"174",,fractional_cadence,"0.0",rpm,left_pco,"-4",mm,right_pco,"2",mm,left_power_phase,"347.3437554272462|209.53125327392584",degrees,left_power_phase_peak,"66.09375103271486|119.5312518676758",degrees,right_power_phase,"4.21875006591797|213.7500033398438",degrees,right_power_phase_peak,"63.28125098876955|120.93750188964847",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1645.8000000000002",m,enhanced_speed,"4.824",m/s,
Data,10,record,timestamp,"1024874956",s,distance,"7880.5",m,accumulated_power,"145580",watts,altitude,"1646.0",m,speed,"4.824",m/s,power,"163",watts,enhanced_respiration_rate,"33.49",Breaths/min,heart_rate,"111",bpm,cadence,"91",rpm,temperature,"25",C,left_right_balance,"178",,fractional_cadence,"0.0",rpm,left_pco,"-3",mm,right_pco,"0",mm,left_power_phase,"347.3437554272462|209.53125327392584",degrees,left_power_phase_peak,"66.09375103271486|119.5312518676758",degrees,right_power_phase,"4.21875006591797|213.7500033398438",degrees,right_power_phase_peak,"63.28125098876955|120.93750188964847",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1646.0",m,enhanced_speed,"4.824",m/s,
Data,10,record,timestamp,"1024874957",s,distance,"7885.29",m,accumulated_power,"145749",watts,altitude,"1646.1999999999998",m,speed,"4.824",m/s,power,"169",watts,enhanced_respiration_rate,"34.13",Breaths/min,heart_rate,"111",bpm,cadence,"92",rpm,temperature,"26",C,left_right_balance,"172",,fractional_cadence,"0.0",rpm,left_pco,"-5",mm,right_pco,"0",mm,left_power_phase,"344.53125538330085|201.0937531420899",degrees,left_power_phase_peak,"71.71875112060549|113.90625177978518",degrees,right_power_phase,"4.21875006591797|213.7500033398438",degrees,right_power_phase_peak,"63.28125098876955|120.93750188964847",degrees,unknown,"95",,unknown,"95",,enhanced_altitude,"1646.1999999999998",m,enhanced_speed,"4.824",m/s,
